grade,semester,unit,word,phonetic,pos,meaning,difficulty,tags
6,下,Recycle,competition,/ˌkɒmpəˈtɪʃn/,n.,竞赛,5,运动
6,下,Recycle,contest,/ˈkɒntest/,n.,比赛,5,运动
6,下,Recycle,win,/wɪn/,v.,赢,5,动作
6,下,Recycle,lose,/luːz/,v.,输,5,动作
6,下,Recycle,beat,/biːt/,v.,打败,5,动作
6,下,Recycle,defeat,/dɪˈfiːt/,v.,击败,5,动作
6,下,Recycle,compete,/kəmˈpiːt/,v.,竞争,5,动作
6,下,Recycle,practice,/ˈpræktɪs/,v.,练习,5,动作
6,下,Recycle,exercise,/ˈeksəsaɪz/,v.,锻炼,5,动作
6,下,Recycle,stretch,/stretʃ/,v.,伸展,5,动作
6,下,Recycle,breathe,/briːð/,v.,呼吸,5,动作
6,下,Recycle,relax,/rɪˈlæks/,v.,放松,5,动作
6,下,Recycle,rest,/rest/,v.,休息,5,动作
6,下,Recycle,recover,/rɪˈkʌvə(r)/,v.,恢复,5,动作
6,下,Recycle,improve,/ɪmˈpruːv/,v.,改善,5,动作
6,下,Recycle,develop,/dɪˈveləp/,v.,发展,5,动作
6,下,Recycle,increase,/ɪnˈkriːs/,v.,增加,5,动作
6,下,Recycle,decrease,/dɪˈkriːs/,v.,减少,5,动作
6,下,Recycle,rise,/raɪz/,v.,上升,5,动作
6,下,Recycle,fall,/fɔːl/,v.,下降；落下,5,动作
6,下,Recycle,grow,/ɡrəʊ/,v.,生长,5,动作
6,下,Recycle,change,/tʃeɪndʒ/,v.,改变,5,动作
6,下,Recycle,remain,/rɪˈmeɪn/,v.,保持,5,动作
6,下,Recycle,stay,/steɪ/,v.,保持,5,动作
6,下,Recycle,hold,/həʊld/,v.,握住,5,动作
6,下,Recycle,carry,/ˈkæri/,v.,携带,5,动作
6,下,Recycle,bring,/brɪŋ/,v.,带来,5,动作
6,下,Recycle,send,/send/,v.,发送,5,动作
6,下,Recycle,receive,/rɪˈsiːv/,v.,收到,5,动作
6,下,Recycle,give,/ɡɪv/,v.,给,5,动作
6,下,Recycle,offer,/ˈɒfə(r)/,v.,提供,5,动作
6,下,Recycle,provide,/prəˈvaɪd/,v.,提供,5,动作
6,下,Recycle,supply,/səˈplaɪ/,v.,供应,5,动作
6,下,Recycle,prepare,/prɪˈpeə(r)/,v.,准备,5,动作
6,下,Recycle,organize,/ˈɔːɡənaɪz/,v.,组织,5,动作
6,下,Recycle,arrange,/əˈreɪndʒ/,v.,安排,5,动作
6,下,Recycle,manage,/ˈmænɪdʒ/,v.,管理,5,动作
6,下,Recycle,control,/kənˈtrəʊl/,v.,控制,5,动作
6,下,Recycle,operate,/ˈɒpəreɪt/,v.,操作,5,动作
6,下,Recycle,use,/juːz/,v.,使用,5,动作
6,下,Recycle,apply,/əˈplaɪ/,v.,应用,5,动作
6,下,Recycle,fix,/fɪks/,v.,修理,5,动作
6,下,Recycle,repair,/rɪˈpeə(r)/,v.,修理,5,动作
6,下,Recycle,mend,/mend/,v.,修补,5,动作
6,下,Recycle,break,/breɪk/,v.,打破,5,动作
6,下,Recycle,damage,/ˈdæmɪdʒ/,v.,损坏,5,动作
6,下,Recycle,destroy,/dɪˈstrɔɪ/,v.,摧毁,5,动作
6,下,Recycle,build,/bɪld/,v.,建造,5,动作
6,下,Recycle,construct,/kənˈstrʌkt/,v.,建造,5,动作
6,下,Recycle,design,/dɪˈzaɪn/,v.,设计,5,动作
6,下,Recycle,produce,/prəˈdjuːs/,v.,生产,5,动作
6,下,Recycle,sell,/sel/,v.,卖,5,动作
6,下,Recycle,buy,/baɪ/,v.,买,5,动作
6,下,Recycle,pay,/peɪ/,v.,支付,5,动作
6,下,Recycle,spend,/spend/,v.,花费,5,动作
6,下,Recycle,cost,/kɒst/,v.,花费,5,动作
6,下,Recycle,charge,/tʃɑːdʒ/,v.,收费,5,动作
6,下,Recycle,earn,/ɜːn/,v.,赚取,5,动作
6,下,Recycle,waste,/weɪst/,v.,浪费,5,动作
6,下,Recycle,borrow,/ˈbɒrəʊ/,v.,借入,5,动作
6,下,Recycle,lend,/lend/,v.,借出,5,动作
6,下,Recycle,return,/rɪˈtɜːn/,v.,归还,5,动作
6,下,Recycle,exchange,/ɪksˈtʃeɪndʒ/,v.,交换,5,动作
6,下,Recycle,trade,/treɪd/,v.,交易,5,动作
6,下,Recycle,agree,/əˈɡriː/,v.,同意,5,动作
6,下,Recycle,disagree,/ˌdɪsəˈɡriː/,v.,不同意,5,动作
6,下,Recycle,argue,/ˈɑːɡjuː/,v.,争论,5,动作
6,下,Recycle,discuss,/dɪˈskʌs/,v.,讨论,5,动作
6,下,Recycle,debate,/dɪˈbeɪt/,v.,辩论,5,动作
6,下,Recycle,explain,/ɪkˈspleɪn/,v.,解释,5,动作
6,下,Recycle,describe,/dɪˈskraɪb/,v.,描述,5,动作
6,下,Recycle,introduce,/ˌɪntrəˈdjuːs/,v.,介绍,5,动作
6,下,Recycle,present,/prɪˈzent/,v.,展示,5,动作
6,下,Recycle,announce,/əˈnaʊns/,v.,宣布,5,动作
6,下,Recycle,declare,/dɪˈkleə(r)/,v.,宣告,5,动作
6,下,Recycle,mention,/ˈmenʃn/,v.,提到,5,动作
6,下,Recycle,suggest,/səˈdʒest/,v.,建议,5,动作
6,下,Recycle,recommend,/ˌrekəˈmend/,v.,推荐,5,动作
6,下,Recycle,advise,/ədˈvaɪz/,v.,建议,5,动作
6,下,Recycle,warn,/wɔːn/,v.,警告,5,动作
6,下,Recycle,remind,/rɪˈmaɪnd/,v.,提醒,5,动作
6,下,Recycle,encourage,/ɪnˈkʌrɪdʒ/,v.,鼓励,5,动作
6,下,Recycle,inspire,/ɪnˈspaɪə(r)/,v.,激励,5,动作
6,下,Recycle,influence,/ˈɪnfluəns/,v.,影响,5,动作
6,下,Recycle,affect,/əˈfekt/,v.,影响,5,动作
6,下,Recycle,effect,/ɪˈfekt/,n.,效果,5,常用词
6,下,Recycle,cause,/kɔːz/,n.,原因,5,常用词
6,下,Recycle,solution,/səˈluːʃn/,n.,解决办法,5,常用词
6,下,Recycle,answer,/ˈɑːnsə(r)/,n.,答案,5,常用词
6,下,Recycle,question,/ˈkwestʃən/,n.,问题,5,常用词
6,下,Recycle,idea,/aɪˈdɪə/,n.,主意,5,常用词
6,下,Recycle,opinion,/əˈpɪnjən/,n.,观点,5,常用词
6,下,Recycle,view,/vjuː/,n.,看法,5,常用词
6,下,Recycle,attitude,/ˈætɪtjuːd/,n.,态度,5,常用词
6,下,Recycle,behavior,/bɪˈheɪvjə(r)/,n.,行为,5,常用词
6,下,Recycle,action,/ˈækʃn/,n.,行动,5,常用词
6,下,Recycle,activity,/ækˈtɪvəti/,n.,活动,5,常用词
6,下,Recycle,event,/ɪˈvent/,n.,事件,5,常用词
6,下,Recycle,situation,/ˌsɪtʃuˈeɪʃn/,n.,情况,5,常用词
6,下,Recycle,condition,/kənˈdɪʃn/,n.,条件,5,常用词
6,下,Recycle,wildlife,/ˈwaɪldlaɪf/,n.,野生动物,5,自然
6,下,Recycle,species,/ˈspiːʃiːz/,n.,物种,5,自然
6,下,Recycle,creature,/ˈkriːtʃə(r)/,n.,生物,5,自然
6,下,Recycle,insect,/ˈɪnsekt/,n.,昆虫,5,动物
6,下,Recycle,butterfly,/ˈbʌtəflaɪ/,n.,蝴蝶,5,动物
6,下,Recycle,bee,/biː/,n.,蜜蜂,5,动物
6,下,Recycle,ant,/ænt/,n.,蚂蚁,5,动物
6,下,Recycle,spider,/ˈspaɪdə(r)/,n.,蜘蛛,5,动物
6,下,Recycle,mosquito,/məˈskiːtəʊ/,n.,蚊子,5,动物
6,下,Recycle,worm,/wɜːm/,n.,蠕虫,5,动物
6,下,Recycle,snail,/sneɪl/,n.,蜗牛,5,动物
6,下,Recycle,crab,/kræb/,n.,螃蟹,5,动物
6,下,Recycle,lobster,/ˈlɒbstə(r)/,n.,龙虾,5,动物
6,下,Recycle,shrimp,/ʃrɪmp/,n.,虾,5,动物
6,下,Recycle,whale,/weɪl/,n.,鲸,5,动物
6,下,Recycle,dolphin,/ˈdɒlfɪn/,n.,海豚,5,动物
6,下,Recycle,shark,/ʃɑːk/,n.,鲨鱼,5,动物
6,下,Recycle,octopus,/ˈɒktəpəs/,n.,章鱼,5,动物
6,下,Recycle,seal,/siːl/,n.,海豹,5,动物
6,下,Recycle,penguin,/ˈpeŋɡwɪn/,n.,企鹅,5,动物
6,下,Recycle,eagle,/ˈiːɡl/,n.,鹰,5,动物
6,下,Recycle,hawk,/hɔːk/,n.,隼,5,动物
6,下,Recycle,owl,/aʊl/,n.,猫头鹰,5,动物
6,下,Recycle,parrot,/ˈpærət/,n.,鹦鹉,5,动物
6,下,Recycle,peacock,/ˈpiːkɒk/,n.,孔雀,5,动物
6,下,Recycle,swan,/swɒn/,n.,天鹅,5,动物
6,下,Recycle,goose,/ɡuːs/,n.,鹅,5,动物
6,下,Recycle,turkey,/ˈtɜːki/,n.,火鸡,5,动物
6,下,Recycle,rooster,/ˈruːstə(r)/,n.,公鸡,5,动物
6,下,Recycle,chick,/tʃɪk/,n.,小鸡,5,动物
6,下,Recycle,lion,/ˈlaɪən/,n.,狮子,5,动物
6,下,Recycle,leopard,/ˈlepəd/,n.,豹,5,动物
6,下,Recycle,wolf,/wʊlf/,n.,狼,5,动物
6,下,Recycle,fox,/fɒks/,n.,狐狸,5,动物
6,下,Recycle,deer,/dɪə(r)/,n.,鹿,5,动物
6,下,Recycle,zebra,/ˈzebrə/,n.,斑马,5,动物
6,下,Recycle,camel,/ˈkæml/,n.,骆驼,5,动物
6,下,Recycle,kangaroo,/ˌkæŋɡəˈruː/,n.,袋鼠,5,动物
6,下,Recycle,koala,/kəʊˈɑːlə/,n.,考拉,5,动物
6,下,Recycle,squirrel,/ˈskwɪrəl/,n.,松鼠,5,动物
6,下,Recycle,hamster,/ˈhæmstə(r)/,n.,仓鼠,5,动物
6,下,Recycle,goldfish,/ˈɡəʊldfɪʃ/,n.,金鱼,5,动物
6,下,Recycle,turtle,/ˈtɜːtl/,n.,乌龟,5,动物
6,下,Recycle,frog,/frɒɡ/,n.,青蛙,5,动物
6,下,Recycle,snake,/sneɪk/,n.,蛇,5,动物
6,下,Recycle,lizard,/ˈlɪzəd/,n.,蜥蜴,5,动物
6,下,Recycle,crocodile,/ˈkrɒkədaɪl/,n.,鳄鱼,5,动物
6,下,Recycle,dragon,/ˈdræɡən/,n.,龙,5,动物
6,下,Recycle,pet,/pet/,n.,宠物,5,动物
6,下,Recycle,feed,/fiːd/,v.,喂养,5,动作
6,下,Recycle,raise,/reɪz/,v.,饲养,5,动作
6,下,Recycle,catch,/kætʃ/,v.,抓住,5,动作
6,下,Recycle,hunt,/hʌnt/,v.,捕猎,5,动作
6,下,Recycle,escape,/ɪˈskeɪp/,v.,逃跑,5,动作
6,下,Recycle,hide,/haɪd/,v.,躲藏,5,动作
6,下,Recycle,attack,/əˈtæk/,v.,攻击,5,动作
6,下,Recycle,defend,/dɪˈfend/,v.,防御,5,动作
6,下,Recycle,survive,/səˈvaɪv/,v.,生存,5,动作
6,下,Recycle,adapt,/əˈdæpt/,v.,适应,5,动作
6,下,Recycle,hibernate,/ˈhaɪbəneɪt/,v.,冬眠,5,动作
6,下,Recycle,migrate,/maɪˈɡreɪt/,v.,迁徙,5,动作
6,下,Recycle,bloom,/bluːm/,v.,开花,5,自然
6,下,Recycle,sprout,/spraʊt/,v.,发芽,5,自然
6,下,Recycle,harvest,/ˈhɑːvɪst/,v.,收获,5,自然
6,下,Recycle,water,/ˈwɔːtə(r)/,v.,浇水,5,自然
6,下,Recycle,dig,/dɪɡ/,v.,挖,5,动作
6,下,Recycle,cut,/kʌt/,v.,切；剪,5,动作
6,下,Recycle,chop,/tʃɒp/,v.,砍,5,动作
6,下,Recycle,hammer,/ˈhæmə(r)/,v.,锤打,5,动作
6,下,Recycle,nail,/neɪl/,n.,钉子,5,物品
6,下,Recycle,screw,/skruː/,n.,螺丝,5,物品
6,下,Recycle,rope,/rəʊp/,n.,绳子,5,物品
6,下,Recycle,string,/strɪŋ/,n.,线,5,物品
6,下,Recycle,wire,/ˈwaɪə(r)/,n.,金属丝,5,物品
6,下,Recycle,chain,/tʃeɪn/,n.,链条,5,物品
6,下,Recycle,net,/net/,n.,网,5,物品
6,下,Recycle,trap,/træp/,n.,陷阱,5,物品
6,下,Recycle,cage,/keɪdʒ/,n.,笼子,5,物品
6,下,Recycle,basket,/ˈbɑːskɪt/,n.,篮子,5,物品
6,下,Recycle,bucket,/ˈbʌkɪt/,n.,桶,5,物品
6,下,Recycle,barrel,/ˈbærəl/,n.,桶,5,物品
6,下,Recycle,tank,/tæŋk/,n.,水箱,5,物品
6,下,Recycle,container,/kənˈteɪnə(r)/,n.,容器,5,物品
6,下,Recycle,packet,/ˈpækɪt/,n.,小包,5,物品
6,下,Recycle,package,/ˈpækɪdʒ/,n.,包裹,5,物品
6,下,Recycle,parcel,/ˈpɑːsl/,n.,包裹,5,物品
6,下,Recycle,envelope,/ˈenvələʊp/,n.,信封,5,物品
6,下,Recycle,stamp,/stæmp/,n.,邮票,5,物品
6,下,Recycle,letter,/ˈletə(r)/,n.,信,5,物品
6,下,Recycle,message,/ˈmesɪdʒ/,n.,消息,5,常用词
6,下,Recycle,news,/njuːz/,n.,新闻,5,常用词
6,下,Recycle,article,/ˈɑːtɪkl/,n.,文章,5,学校
6,下,Recycle,essay,/ˈeseɪ/,n.,短文,5,学校
6,下,Recycle,report,/rɪˈpɔːt/,n.,报告,5,学校
6,下,Recycle,project,/ˈprɒdʒekt/,n.,项目,5,学校
6,下,Recycle,task,/tɑːsk/,n.,任务,5,学校
6,下,Recycle,assignment,/əˈsaɪnmənt/,n.,作业,5,学校
6,下,Recycle,exam,/ɪɡˈzæm/,n.,考试,5,学校
6,下,Recycle,test,/test/,n.,测验,5,学校
6,下,Recycle,quiz,/kwɪz/,n.,小测验,5,学校
6,下,Recycle,grade,/ɡreɪd/,n.,成绩；年级,5,学校
6,下,Recycle,mark,/mɑːk/,n.,分数,5,学校
6,下,Recycle,score,/skɔː(r)/,n.,得分,5,学校
6,下,Recycle,pass,/pɑːs/,v.,通过,5,动作
6,下,Recycle,fail,/feɪl/,v.,失败,5,动作
6,下,Recycle,review,/rɪˈvjuː/,v.,复习,5,动作
6,下,Recycle,study,/ˈstʌdi/,v.,学习,5,动作
6,下,Recycle,memorize,/ˈmeməraɪz/,v.,记忆,5,动作
6,下,Recycle,recite,/rɪˈsaɪt/,v.,背诵,5,动作
6,下,Recycle,spell,/spel/,v.,拼写,5,动作
6,下,Recycle,pronounce,/prəˈnaʊns/,v.,发音,5,动作
6,下,Recycle,translate,/trænsˈleɪt/,v.,翻译,5,动作
6,下,Recycle,calculate,/ˈkælkjuleɪt/,v.,计算,5,动作
6,下,Recycle,measure,/ˈmeʒə(r)/,v.,测量,5,动作
6,下,Recycle,weigh,/weɪ/,v.,称重,5,动作
6,下,Recycle,compare,/kəmˈpeə(r)/,v.,比较,5,动作
6,下,Recycle,analyze,/ˈænəlaɪz/,v.,分析,5,动作
6,下,Recycle,evaluate,/ɪˈvæljueɪt/,v.,评估,5,动作
6,下,Recycle,choose,/tʃuːz/,v.,选择,5,动作
6,下,Recycle,select,/sɪˈlekt/,v.,挑选,5,动作
6,下,Recycle,prefer,/prɪˈfɜː(r)/,v.,更喜欢,5,动作
6,下,Recycle,enjoy,/ɪnˈdʒɔɪ/,v.,享受,5,动作
6,下,Recycle,appreciate,/əˈpriːʃieɪt/,v.,欣赏,5,动作
6,下,Recycle,admire,/ədˈmaɪə(r)/,v.,钦佩,5,动作
6,下,Recycle,respect,/rɪˈspekt/,v.,尊重,5,动作
6,下,Recycle,honor,/ˈɒnə(r)/,v.,尊敬,5,动作
6,下,Recycle,praise,/preɪz/,v.,表扬,5,动作
6,下,Recycle,apologize,/əˈpɒlədʒaɪz/,v.,道歉,5,动作
6,下,Recycle,forgive,/fəˈɡɪv/,v.,原谅,5,动作
6,下,Recycle,blame,/bleɪm/,v.,责备,5,动作
6,下,Recycle,criticize,/ˈkrɪtɪsaɪz/,v.,批评,5,动作
6,下,Recycle,complain,/kəmˈpleɪn/,v.,抱怨,5,动作
6,下,Recycle,satisfy,/ˈsætɪsfaɪ/,v.,使满意,5,动作
6,下,Recycle,disappoint,/ˌdɪsəˈpɔɪnt/,v.,使失望,5,动作
6,下,Recycle,surprise,/səˈpraɪz/,v.,使惊讶,5,动作
6,下,Recycle,shock,/ʃɒk/,v.,使震惊,5,动作
6,下,Recycle,amaze,/əˈmeɪz/,v.,使惊奇,5,动作
6,下,Recycle,confuse,/kənˈfjuːz/,v.,使困惑,5,动作
6,下,Recycle,embarrass,/ɪmˈbærəs/,v.,使尴尬,5,动作
6,下,Recycle,annoy,/əˈnɔɪ/,v.,使烦恼,5,动作
6,下,Recycle,calm,/kɑːm/,v.,使平静,5,动作
6,下,Recycle,comfort,/ˈkʌmfət/,v.,安慰,5,动作
6,下,Recycle,cheer,/tʃɪə(r)/,v.,欢呼,5,动作
6,下,Recycle,celebrate,/ˈselɪbreɪt/,v.,庆祝,5,动作
6,下,Recycle,congratulate,/kənˈɡrætʃuleɪt/,v.,祝贺,5,动作
6,下,Recycle,greet,/ɡriːt/,v.,问候,5,动作
6,下,Recycle,invite,/ɪnˈvaɪt/,v.,邀请,5,动作
6,下,Recycle,accept,/əkˈsept/,v.,接受,5,动作
6,下,Recycle,refuse,/rɪˈfjuːz/,v.,拒绝,5,动作
6,下,Recycle,reject,/rɪˈdʒekt/,v.,拒绝,5,动作
6,下,Recycle,deny,/dɪˈnaɪ/,v.,否认,5,动作
6,下,Recycle,admit,/ədˈmɪt/,v.,承认,5,动作
6,下,Recycle,confess,/kənˈfes/,v.,坦白,5,动作
6,下,Recycle,promise,/ˈprɒmɪs/,v.,承诺,5,动作
6,下,Recycle,guarantee,/ˌɡærənˈtiː/,v.,保证,5,动作
6,下,Recycle,ensure,/ɪnˈʃʊə(r)/,v.,确保,5,动作
6,下,Recycle,confirm,/kənˈfɜːm/,v.,确认,5,动作
6,下,Recycle,prove,/pruːv/,v.,证明,5,动作
6,下,Recycle,demonstrate,/ˈdemənstreɪt/,v.,证明,5,动作
6,下,Recycle,display,/dɪˈspleɪ/,v.,展示,5,动作
6,下,Recycle,exhibit,/ɪɡˈzɪbɪt/,v.,展览,5,动作
6,下,Recycle,perform,/pəˈfɔːm/,v.,表演,5,动作
6,下,Recycle,act,/ækt/,v.,表演,5,动作
6,下,Recycle,direct,/dɪˈrekt/,v.,导演,5,动作
6,下,Recycle,record,/rɪˈkɔːd/,v.,录制,5,动作
6,下,Recycle,broadcast,/ˈbrɔːdkɑːst/,v.,广播,5,动作
6,下,Recycle,publish,/ˈpʌblɪʃ/,v.,出版,5,动作
6,下,Recycle,print,/prɪnt/,v.,印刷,5,动作
6,下,Recycle,copy,/ˈkɒpi/,v.,复印,5,动作
6,下,Recycle,download,/ˌdaʊnˈləʊd/,v.,下载,5,科技
6,下,Recycle,upload,/ˌʌpˈləʊd/,v.,上传,5,科技
6,下,Recycle,install,/ɪnˈstɔːl/,v.,安装,5,科技
6,下,Recycle,delete,/dɪˈliːt/,v.,删除,5,科技
6,下,Recycle,search,/sɜːtʃ/,v.,搜索,5,科技
6,下,Recycle,browse,/braʊz/,v.,浏览,5,科技
6,下,Recycle,click,/klɪk/,v.,点击,5,科技
6,下,Recycle,type,/taɪp/,v.,打字,5,科技
6,下,Recycle,program,/ˈprəʊɡræm/,v.,编程,5,科技
6,下,Recycle,connect,/kəˈnekt/,v.,连接,5,科技
6,下,Recycle,communicate,/kəˈmjuːnɪkeɪt/,v.,交流,5,科技
6,下,Recycle,send,/send/,v.,发送,5,科技
6,下,Recycle,share,/ʃeə(r)/,v.,分享,5,科技
6,下,Recycle,post,/pəʊst/,v.,发布,5,科技
6,下,Recycle,comment,/ˈkɒment/,v.,评论,5,科技
6,下,Recycle,like,/laɪk/,v.,点赞,5,科技
6,下,Recycle,follow,/ˈfɒləʊ/,v.,关注,5,科技
6,下,Recycle,subscribe,/səbˈskraɪb/,v.,订阅,5,科技
6,下,Recycle,register,/ˈredʒɪstə(r)/,v.,注册,5,科技
6,下,Recycle,login,/ˈlɒɡɪn/,v.,登录,5,科技
6,下,Recycle,logout,/ˈlɒɡaʊt/,v.,登出,5,科技
6,下,Recycle,password,/ˈpɑːswɜːd/,n.,密码,5,科技
6,下,Recycle,username,/ˈjuːzənɑːm/,n.,用户名,5,科技
6,下,Recycle,website,/ˈwebsaɪt/,n.,网站,5,科技
6,下,Recycle,software,/ˈsɒftweə(r)/,n.,软件,5,科技
6,下,Recycle,hardware,/ˈhɑːdweə(r)/,n.,硬件,5,科技
6,下,Recycle,screen,/skriːn/,n.,屏幕,5,科技
6,下,Recycle,keyboard,/ˈkiːbɔːd/,n.,键盘,5,科技
6,下,Recycle,network,/ˈnetwɜːk/,n.,网络,5,科技
6,下,Recycle,data,/ˈdeɪtə/,n.,数据,5,科技
6,下,Recycle,digital,/ˈdɪdʒɪtl/,adj.,数字的,5,科技
6,下,Recycle,virtual,/ˈvɜːtʃuəl/,adj.,虚拟的,5,科技
6,下,Recycle,online,/ˌɒnˈlaɪn/,adj.,在线的,5,科技
6,下,Recycle,wireless,/ˈwaɪələs/,adj.,无线的,5,科技
6,下,Recycle,electronic,/ɪˌlekˈtrɒnɪk/,adj.,电子的,5,科技
6,下,Recycle,intelligent,/ɪnˈtelɪdʒənt/,adj.,智能的,5,科技
6,下,Recycle,innovation,/ˌɪnəˈveɪʃn/,n.,创新,5,科技
6,下,Recycle,invention,/ɪnˈvenʃn/,n.,发明,5,科技
6,下,Recycle,discovery,/dɪˈskʌvəri/,n.,发现,5,科技
6,下,Recycle,research,/rɪˈsɜːtʃ/,n.,研究,5,科技
6,下,Recycle,experiment,/ɪkˈsperɪmənt/,n.,实验,5,科技
6,下,Recycle,laboratory,/ləˈbɒrətri/,n.,实验室,5,科技
6,下,Recycle,microscope,/ˈmaɪkrəskəʊp/,n.,显微镜,5,科技
6,下,Recycle,telescope,/ˈtelɪskəʊp/,n.,望远镜,5,科技
6,下,Recycle,gravity,/ˈɡrævəti/,n.,重力,5,自然
6,下,Recycle,force,/fɔːs/,n.,力,5,自然
6,下,Recycle,magnet,/ˈmæɡnət/,n.,磁铁,5,自然
6,下,Recycle,atom,/ˈætəm/,n.,原子,5,自然
6,下,Recycle,oxygen,/ˈɒksɪdʒən/,n.,氧气,5,自然
6,下,Recycle,chemical,/ˈkemɪkl/,n.,化学物质,5,自然
6,下,Recycle,scientific,/ˌsaɪənˈtɪfɪk/,adj.,科学的,5,自然
6,下,Recycle,theory,/ˈθɪəri/,n.,理论,5,常用词
6,下,Recycle,principle,/ˈprɪnsəpl/,n.,原理,5,常用词
6,下,Recycle,method,/ˈmeθəd/,n.,方法,5,常用词
6,下,Recycle,approach,/əˈprəʊtʃ/,n.,方法,5,常用词
6,下,Recycle,strategy,/ˈstrætədʒi/,n.,策略,5,常用词
6,下,Recycle,technique,/tekˈniːk/,n.,技巧,5,常用词
6,下,Recycle,skill,/skɪl/,n.,技能,5,常用词
6,下,Recycle,ability,/əˈbɪləti/,n.,能力,5,常用词
6,下,Recycle,talent,/ˈtælənt/,n.,天赋,5,常用词
6,下,Recycle,potential,/pəˈtenʃl/,n.,潜力,5,常用词
6,下,Recycle,advantage,/ədˈvɑːntɪdʒ/,n.,优势,5,常用词
6,下,Recycle,disadvantage,/ˌdɪsədˈvɑːntɪdʒ/,n.,劣势,5,常用词
6,下,Recycle,benefit,/ˈbenɪfɪt/,n.,益处,5,常用词
6,下,Recycle,drawback,/ˈdrɔːbæk/,n.,缺点,5,常用词
6,下,Recycle,strength,/streŋθ/,n.,力量；优点,5,常用词
6,下,Recycle,weakness,/ˈwiːknəs/,n.,弱点,5,常用词
6,下,Recycle,power,/ˈpaʊə(r)/,n.,力量,5,常用词
6,下,Recycle,health,/helθ/,n.,健康,5,健康
6,下,Recycle,disease,/dɪˈziːz/,n.,疾病,5,健康
6,下,Recycle,illness,/ˈɪlnəs/,n.,疾病,5,健康
6,下,Recycle,symptom,/ˈsɪmptəm/,n.,症状,5,健康
6,下,Recycle,fever,/ˈfiːvə(r)/,n.,发烧,5,健康
6,下,Recycle,cough,/kɒf/,n.,咳嗽,5,健康
6,下,Recycle,headache,/ˈhedeɪk/,n.,头痛,5,健康
6,下,Recycle,stomachache,/ˈstʌməkeɪk/,n.,胃痛,5,健康
6,下,Recycle,toothache,/ˈtuːθeɪk/,n.,牙痛,5,健康
6,下,Recycle,medicine,/ˈmedsn/,n.,药,5,健康
6,下,Recycle,pill,/pɪl/,n.,药丸,5,健康
6,下,Recycle,treatment,/ˈtriːtmənt/,n.,治疗,5,健康
6,下,Recycle,cure,/kjʊə(r)/,v.,治愈,5,健康
6,下,Recycle,heal,/hiːl/,v.,愈合,5,健康
6,下,Recycle,examine,/ɪɡˈzæmɪn/,v.,检查,5,健康
6,下,Recycle,diagnose,/ˈdaɪəɡnəʊz/,v.,诊断,5,健康
6,下,Recycle,recover,/rɪˈkʌvə(r)/,v.,康复,5,健康
6,下,Recycle,diet,/ˈdaɪət/,n.,饮食,5,健康
6,下,Recycle,nutrition,/njuˈtrɪʃn/,n.,营养,5,健康
6,下,Recycle,vitamin,/ˈvɪtəmɪn/,n.,维生素,5,健康
6,下,Recycle,protein,/ˈprəʊtiːn/,n.,蛋白质,5,健康
6,下,Recycle,calorie,/ˈkæləri/,n.,卡路里,5,健康
6,下,Recycle,fitness,/ˈfɪtnəs/,n.,健康,5,健康
6,下,Recycle,yoga,/ˈjəʊɡə/,n.,瑜伽,5,运动
6,下,Recycle,jogging,/ˈdʒɒɡɪŋ/,n.,慢跑,5,运动
6,下,Recycle,marathon,/ˈmærəθən/,n.,马拉松,5,运动
6,下,Recycle,football,/ˈfʊtbɔːl/,n.,足球,5,运动
6,下,Recycle,basketball,/ˈbɑːskɪtbɔːl/,n.,篮球,5,运动
6,下,Recycle,volleyball,/ˈvɒlibɔːl/,n.,排球,5,运动
6,下,Recycle,baseball,/ˈbeɪsbɔːl/,n.,棒球,5,运动
6,下,Recycle,tennis,/ˈtenɪs/,n.,网球,5,运动
6,下,Recycle,golf,/ɡɒlf/,n.,高尔夫,5,运动
6,下,Recycle,rugby,/ˈrʌɡbi/,n.,橄榄球,5,运动
6,下,Recycle,hockey,/ˈhɒki/,n.,曲棍球,5,运动
6,下,Recycle,skiing,/ˈskiːɪŋ/,n.,滑雪,5,运动
6,下,Recycle,surfing,/ˈsɜːfɪŋ/,n.,冲浪,5,运动
6,下,Recycle,diving,/ˈdaɪvɪŋ/,n.,潜水,5,运动
6,下,Recycle,sailing,/ˈseɪlɪŋ/,n.,帆船运动,5,运动
6,下,Recycle,boxing,/ˈbɒksɪŋ/,n.,拳击,5,运动
6,下,Recycle,archery,/ˈɑːtʃəri/,n.,射箭,5,运动
6,下,Recycle,fencing,/ˈfensɪŋ/,n.,击剑,5,运动
6,下,Recycle,gymnastics,/dʒɪmˈnæstɪks/,n.,体操,5,运动
6,下,Recycle,athletics,/æθˈletɪks/,n.,田径,5,运动
6,下,Recycle,stadium,/ˈsteɪdiəm/,n.,体育场,5,场所
6,下,Recycle,court,/kɔːt/,n.,球场,5,场所
6,下,Recycle,field,/fiːld/,n.,运动场,5,场所
6,下,Recycle,track,/træk/,n.,跑道,5,场所
6,下,Recycle,pool,/puːl/,n.,游泳池,5,场所
6,下,Recycle,club,/klʌb/,n.,俱乐部,5,场所
6,下,Recycle,park,/pɑːk/,n.,公园,5,场所
6,下,Recycle,garden,/ˈɡɑːdn/,n.,花园,5,场所
6,下,Recycle,yard,/jɑːd/,n.,院子,5,场所
